event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views
2025-05,125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,248803,29229,311777.0,203572,33271,6772,2025-05-01,16.3436
2025-05,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵,간식빵,127611,21126,163740.5,99877,18870,5368,2025-05-01,18.8932
2025-05,125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자,스낵류,73181,14950,87214.0,60960,6582,4047,2025-05-01,10.7972
2025-05,125514,KBO)프로야구 콜렉션카드2025,문구/완구,일반완구,59336,13418,73838.5,48100,6721,3354,2025-05-22,13.973
2025-05,125865,2025KBO오피셜컬렉션카드,문구/완구,일반완구,58975,12954,67961.5,52000,3621,2737,2025-05-21,6.9635
2025-05,125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,56228,16433,67367.5,45947,6263,2211,2025-05-01,13.6309
2025-05,125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,50788,11500,64249.5,39871,6290,3376,2025-05-01,15.7759
2025-05,125500,김잼작가아이스쿨러백,일용잡화,취미용품,32902,16221,37615.0,29812,2238,573,2025-05-01,7.507
2025-05,123101,G)오하요저지우유푸딩115g,디저트,젤리,25905,6203,33140.0,20512,3948,736,2025-05-01,19.2473
2025-05,191866,5월 와인 구독,,,21124,4342,26937.5,17780,2861,341,2025-05-01,16.0911
2025-05,210294,팔도)짬뽕왕뚜껑,면,용기면,10101,3181,13559.5,6648,2500,121,2025-05-01,37.6053
2025-05,014387,맛장우전주식비빔밥,미반,도시락,9678,3197,13042.0,7114,2024,131,2025-05-01,28.4509
2025-05,107326,KBO야구카드바인더북,문구/완구,일반완구,10493,4926,12894.5,8877,1159,321,2025-05-21,13.0562
2025-05,105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,10043,3596,12772.5,7465,1785,248,2025-05-01,23.9116
2025-05,125812,KBO)롯데자이언츠바다샌드크림빵96g,빵,간식빵,6863,2179,10012.5,4694,1564,410,2025-05-29,33.3191
2025-05,210445,오뚜기)스파게티큰컵,면,용기면,6038,1788,8875.5,3925,1692,98,2025-05-01,43.1083
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096
2025-05,109496, 미쓰이)생초콜릿모찌40g,디저트,냉동디저트,6968,2805,8571.5,5332,1061,209,2025-05-01,19.8987
2025-05,125341,5월 도시락 구독(첫구독100원),,,5184,2268,8072.0,3666,1442,46,2025-05-01,39.3344
2025-05,123923,신동엽)블랙서클위스키700ml,양주와인,양주,7739,2615,7903.5,7387,18,264,2025-05-01,0.2437
2025-05,105742,우진)샤또뽕떼까네19,양주와인,와인,5438,1179,7011.0,4306,792,223,2025-05-08,18.3929
2025-05,105887,롯데)맛장우전주식비빔밥,미반,도시락,4550,1971,6731.5,3300,1104,87,2025-05-01,33.4545
2025-05,124533,롯데)맛장우맛자랑 부대볶음,미반,도시락,4875,1471,6588.5,3421,1074,104,2025-05-01,31.3943
2025-05,108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,4963,1485,6584.5,3450,1091,94,2025-05-01,31.6232
2025-05,192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,5585,1308,6580.0,4875,444,212,2025-05-01,9.1077
2025-05,132835,PB)#대파열라면큰컵,면,용기면,4413,1306,6159.0,2995,1099,62,2025-05-01,36.6945
2025-05,124560,PB)박은영셰프의유산슬탕면큰컵,면,용기면,4644,1705,6011.0,3275,979,63,2025-05-01,29.8931
2025-05,161188,코카)코카콜라제로500ml,음료,탄산음료,3963,1217,5897.0,2347,1260,42,2025-05-01,53.6856
2025-05,125111,뚠뚠치킨&에그샌드,조리빵,샌드위치,4354,1248,5809.0,3168,914,54,2025-05-01,28.851
2025-05,210386,삼양)삼양라면큰컵,면,용기면,4250,1355,5583.0,2781,1034,45,2025-05-01,37.1809
2025-05,109497, 미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,4665,1937,5397.0,3836,473,165,2025-05-01,12.3306
2025-05,014287,롯데)NEW참치마요네즈삼각,미반,삼각김밥,3903,1565,4903.0,2626,818,93,2025-05-01,31.15
2025-05,150143,하겐)컵딸기,아이스크림,고급,3158,1304,4824.5,2202,838,75,2025-05-01,38.0563
2025-05,124534,맛장우맛자랑 부대볶음,미반,도시락,3826,1437,4801.5,2971,635,48,2025-05-01,21.3733
2025-05,125843,이스타)도쿠시마라면큰컵,면,용기면,4109,2493,4743.5,3619,356,59,2025-05-28,9.837
2025-05,123308,CJ)무항생제1등급계란10입,신선,수축산/계란,3643,943,4720.0,2725,693,47,2025-05-01,25.4312
2025-05,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,4074,1080,4636.0,2843,723,44,2025-05-01,25.4309
2025-05,990263,"모바일금액권 10,000원",기타,판촉물,2817,1192,4543.0,1888,866,38,2025-05-01,45.8686
2025-05,124340,G)LOOK초콜릿딸기복숭아46g,과자,초콜릿,3514,1306,4515.5,2501,653,138,2025-05-01,26.1096
2025-05,123767,"모바일금액권 50,000원",기타,판촉물,2755,1094,4466.5,1857,848,36,2025-05-01,45.6651
2025-05,109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,3741,1468,4435.5,2975,494,83,2025-05-01,16.605
2025-05,834917,5월 도시락 구독,,,3088,1385,4422.5,2378,659,38,2025-05-01,27.7124
2025-05,123629,G)LOOK초콜릿(네가지과일)44g,과자,초콜릿,3855,2077,4372.0,3289,347,86,2025-05-01,10.5503
2025-05,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,3364,1135,4348.0,2683,489,129,2025-05-01,18.2259
2025-05,118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,3417,1554,4204.0,2608,503,131,2025-05-01,19.2868
2025-05,123552,롯데)7찬도시락,미반,도시락,3417,950,4135.0,2351,690,30,2025-05-01,29.3492
2025-05,124932,버터치킨카레덮밥,미반,도시락,3376,1414,4027.0,2689,453,71,2025-05-01,16.8464
2025-05,123766,"모바일금액권 30,000원",기타,판촉물,2351,912,4000.0,1483,823,29,2025-05-01,55.4956
2025-05,012679,11찬 도시락,미반,도시락,3099,1327,3883.0,2405,507,48,2025-05-01,21.0811
2025-05,070092,서울)흰우유1L,유음료,흰우유,2652,739,3883.0,1598,813,29,2025-05-01,50.8761
